1	0.21156489352385202
2	0.16045739667283165
3	0.08018127994404899
4	0.07420675663484468
5	0.05557643725640244
6	0.03378182939357228
7	0.023856298997998238
8	0.021163268842630915
9	0.01819499468223916
10	0.03155997467951642
11	0.020098554177416697
12	0.019923565495345328
13	0.02195979023559226
14	0.015024751528269716
15	0.01641951480673419
16	0.013551422653512822
17	0.015249679511826899
18	0.014210438511023918
19	0.01967360493209627
20	0.013430985259926982
21	0.011514165852632787
22	0.017681006859574053
23	0.012026037244747082
24	0.015120759244180389
25	0.01521961877329482
26	0.013614387872318426
27	0.015268788466023074
28	0.012927501203699244
29	0.01497085801222258
30	0.014164378349151876
31	0.012051529251039028
32	0.012761679167548815
33	0.012632804250137674
34	0.010280139382100768
35	0.009776804803146256
36	0.014942349607331885
37	0.011340733255363174
38	0.010536362003121112
39	0.014077896459235085
40	0.016220597343312368
41	0.013173340768035915
42	0.01478153881099489
43	0.01578173827793863
44	0.011489824184940921
45	0.0131147267917792
46	0.012739681587037113
47	0.009299664913366238
48	0.01151310166137086
49	0.012574312432358662
50	0.009754968341439962
